seed,t0,delta,step_ahead,clock_ahead,baseline_midprice,level_midprice,baseline_delta_p,level_delta_p,response_vs_baseline,level_effect_vs_baseline
192,2,-1.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
192,2,-1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,-1.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,-1.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,0.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
192,2,0.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
192,2,0.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
192,2,0.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,0.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,0.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,0.0,6,90.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,0.0,7,105.0,996.0,996.0,-2.5,-2.5,0.0,0.0
192,2,0.0,8,120.0,996.0,996.0,-2.5,-2.5,0.0,0.0
192,2,0.0,9,135.0,996.0,996.0,-2.5,-2.5,0.0,0.0
192,2,1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
192,2,1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
192,2,1.0,2,30.0,997.5,997.0,-1.0,-1.5,-0.5,-0.5
192,2,1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,1.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,1.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
192,2,2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
192,2,2.0,2,30.0,997.5,997.0,-1.0,-1.5,-0.5,-0.5
192,2,2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,2.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,2.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,2.0,6,90.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,2.0,7,105.0,996.0,996.5,-2.5,-2.0,0.5,0.5
192,2,2.0,8,120.0,996.0,996.0,-2.5,-2.5,0.0,0.0
192,2,2.0,9,135.0,996.0,996.0,-2.5,-2.5,0.0,0.0
192,2,3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
192,2,3.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
192,2,3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
192,2,3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,3.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,3.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,3.0,6,90.0,996.5,996.5,-2.0,-2.0,0.0,0.0
192,2,3.0,7,105.0,996.0,996.0,-2.5,-2.5,0.0,0.0
192,2,3.0,8,120.0,996.0,996.0,-2.5,-2.5,0.0,0.0
192,2,3.0,9,135.0,996.0,996.0,-2.5,-2.5,0.0,0.0
193,2,-3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,-3.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,-3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
193,2,-3.0,3,45.0,997.5,997.5,-1.0,-1.0,0.0,0.0
193,2,-3.0,4,60.0,996.5,997.0,-2.0,-1.5,0.5,0.5
193,2,-3.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,-2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,-2.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,-2.0,2,30.0,997.5,998.0,-1.0,-0.5,0.5,0.5
193,2,-2.0,3,45.0,997.5,997.5,-1.0,-1.0,0.0,0.0
193,2,-2.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,-2.0,5,75.0,996.5,997.5,-2.0,-1.0,1.0,1.0
193,2,-2.0,6,90.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,-2.0,7,105.0,995.5,996.0,-3.0,-2.5,0.5,0.5
193,2,-2.0,8,120.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,-2.0,9,135.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,-1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,-1.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,-1.0,2,30.0,997.5,998.5,-1.0,0.0,1.0,1.0
193,2,-1.0,3,45.0,997.5,997.5,-1.0,-1.0,0.0,0.0
193,2,-1.0,4,60.0,996.5,997.5,-2.0,-1.0,1.0,1.0
193,2,-1.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,-1.0,6,90.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,-1.0,7,105.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,-1.0,8,120.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,-1.0,9,135.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,0.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,0.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,0.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
193,2,0.0,3,45.0,997.5,997.5,-1.0,-1.0,0.0,0.0
193,2,0.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,0.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,0.0,6,90.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,0.0,7,105.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,0.0,8,120.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,0.0,9,135.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,1.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,1.0,2,30.0,997.5,998.5,-1.0,0.0,1.0,1.0
193,2,1.0,3,45.0,997.5,997.5,-1.0,-1.0,0.0,0.0
193,2,1.0,4,60.0,996.5,997.5,-2.0,-1.0,1.0,1.0
193,2,1.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,1.0,6,90.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,1.0,7,105.0,995.5,996.5,-3.0,-2.0,1.0,1.0
193,2,1.0,8,120.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,1.0,9,135.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,2.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,2.0,2,30.0,997.5,998.5,-1.0,0.0,1.0,1.0
193,2,2.0,3,45.0,997.5,997.5,-1.0,-1.0,0.0,0.0
193,2,2.0,4,60.0,996.5,997.5,-2.0,-1.0,1.0,1.0
193,2,2.0,5,75.0,996.5,997.5,-2.0,-1.0,1.0,1.0
193,2,2.0,6,90.0,996.5,996.5,-2.0,-2.0,0.0,0.0
193,2,2.0,7,105.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,2.0,8,120.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,2.0,9,135.0,995.5,995.5,-3.0,-3.0,0.0,0.0
193,2,3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
193,2,3.0,1,15.0,998.5,998.0,0.0,-0.5,-0.5,-0.5
193,2,3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
193,2,3.0,3,45.0,997.5,996.5,-1.0,-2.0,-1.0,-1.0
193,2,3.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
194,4,-3.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
194,4,-3.0,1,15.0,996.5,996.5,-1.0,-1.0,0.0,0.0
194,4,-3.0,2,30.0,996.0,996.0,-1.5,-1.5,0.0,0.0
194,4,-3.0,3,45.0,996.0,996.5,-1.5,-1.0,0.5,0.5
194,4,-3.0,4,60.0,995.5,996.0,-2.0,-1.5,0.5,0.5
194,4,-3.0,5,75.0,994.5,995.5,-3.0,-2.0,1.0,1.0
194,4,-3.0,6,90.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,-3.0,7,105.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,-2.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
194,4,-2.0,1,15.0,996.5,996.5,-1.0,-1.0,0.0,0.0
194,4,-2.0,2,30.0,996.0,996.0,-1.5,-1.5,0.0,0.0
194,4,-2.0,3,45.0,996.0,996.5,-1.5,-1.0,0.5,0.5
194,4,-2.0,4,60.0,995.5,995.5,-2.0,-2.0,0.0,0.0
194,4,-2.0,5,75.0,994.5,994.5,-3.0,-3.0,0.0,0.0
194,4,-2.0,6,90.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,-2.0,7,105.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,-1.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
194,4,-1.0,1,15.0,996.5,996.5,-1.0,-1.0,0.0,0.0
194,4,-1.0,2,30.0,996.0,996.0,-1.5,-1.5,0.0,0.0
194,4,-1.0,3,45.0,996.0,996.0,-1.5,-1.5,0.0,0.0
194,4,-1.0,4,60.0,995.5,995.5,-2.0,-2.0,0.0,0.0
194,4,-1.0,5,75.0,994.5,994.5,-3.0,-3.0,0.0,0.0
194,4,-1.0,6,90.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,-1.0,7,105.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,0.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
194,4,0.0,1,15.0,996.5,996.5,-1.0,-1.0,0.0,0.0
194,4,0.0,2,30.0,996.0,996.0,-1.5,-1.5,0.0,0.0
194,4,0.0,3,45.0,996.0,996.0,-1.5,-1.5,0.0,0.0
194,4,0.0,4,60.0,995.5,995.5,-2.0,-2.0,0.0,0.0
194,4,0.0,5,75.0,994.5,994.5,-3.0,-3.0,0.0,0.0
194,4,0.0,6,90.0,993.5,993.5,-4.0,-4.0,0.0,0.0
194,4,0.0,7,105.0,993.5,993.5,-4.0,-4.0,0.0,0.0
194,4,1.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
194,4,1.0,1,15.0,996.5,996.5,-1.0,-1.0,0.0,0.0
194,4,1.0,2,30.0,996.0,995.5,-1.5,-2.0,-0.5,-0.5
194,4,1.0,3,45.0,996.0,996.5,-1.5,-1.0,0.5,0.5
194,4,1.0,4,60.0,995.5,995.5,-2.0,-2.0,0.0,0.0
194,4,1.0,5,75.0,994.5,995.5,-3.0,-2.0,1.0,1.0
194,4,1.0,6,90.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,1.0,7,105.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,2.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
194,4,2.0,1,15.0,996.5,996.5,-1.0,-1.0,0.0,0.0
194,4,2.0,2,30.0,996.0,995.5,-1.5,-2.0,-0.5,-0.5
194,4,2.0,3,45.0,996.0,996.5,-1.5,-1.0,0.5,0.5
194,4,2.0,4,60.0,995.5,995.5,-2.0,-2.0,0.0,0.0
194,4,2.0,5,75.0,994.5,995.5,-3.0,-2.0,1.0,1.0
194,4,2.0,6,90.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,2.0,7,105.0,993.5,994.5,-4.0,-3.0,1.0,1.0
194,4,3.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
194,4,3.0,1,15.0,996.5,996.5,-1.0,-1.0,0.0,0.0
194,4,3.0,2,30.0,996.0,995.5,-1.5,-2.0,-0.5,-0.5
194,4,3.0,3,45.0,996.0,995.5,-1.5,-2.0,-0.5,-0.5
197,2,-3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,-3.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,-3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
197,2,-3.0,3,45.0,997.0,997.0,-1.5,-1.5,0.0,0.0
197,2,-3.0,4,60.0,996.5,996.0,-2.0,-2.5,-0.5,-0.5
197,2,-3.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,-2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,-2.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,-2.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
197,2,-2.0,3,45.0,997.0,997.0,-1.5,-1.5,0.0,0.0
197,2,-2.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
197,2,-2.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,-2.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,-2.0,7,105.0,995.5,994.5,-3.0,-4.0,-1.0,-1.0
197,2,-2.0,8,120.0,995.0,994.5,-3.5,-4.0,-0.5,-0.5
197,2,-1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,-1.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,-1.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
197,2,-1.0,3,45.0,997.0,997.0,-1.5,-1.5,0.0,0.0
197,2,-1.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
197,2,-1.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,-1.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,-1.0,7,105.0,995.5,994.5,-3.0,-4.0,-1.0,-1.0
197,2,-1.0,8,120.0,995.0,994.5,-3.5,-4.0,-0.5,-0.5
197,2,0.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,0.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,0.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
197,2,0.0,3,45.0,997.0,997.0,-1.5,-1.5,0.0,0.0
197,2,0.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
197,2,0.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,0.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,0.0,7,105.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,0.0,8,120.0,995.0,995.0,-3.5,-3.5,0.0,0.0
197,2,1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,1.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,1.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
197,2,1.0,3,45.0,997.0,997.5,-1.5,-1.0,0.5,0.5
197,2,1.0,4,60.0,996.5,997.0,-2.0,-1.5,0.5,0.5
197,2,1.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,1.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,1.0,7,105.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,1.0,8,120.0,995.0,995.5,-3.5,-3.0,0.5,0.5
197,2,2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,2.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,2.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
197,2,2.0,3,45.0,997.0,997.5,-1.5,-1.0,0.5,0.5
197,2,2.0,4,60.0,996.5,997.0,-2.0,-1.5,0.5,0.5
197,2,2.0,5,75.0,995.5,996.0,-3.0,-2.5,0.5,0.5
197,2,2.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,2.0,7,105.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,2.0,8,120.0,995.0,995.5,-3.5,-3.0,0.5,0.5
197,2,3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,3.0,1,15.0,998.5,998.5,0.0,0.0,0.0,0.0
197,2,3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
197,2,3.0,3,45.0,997.0,997.5,-1.5,-1.0,0.5,0.5
197,2,3.0,4,60.0,996.5,997.0,-2.0,-1.5,0.5,0.5
197,2,3.0,5,75.0,995.5,996.0,-3.0,-2.5,0.5,0.5
197,2,3.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,3.0,7,105.0,995.5,995.5,-3.0,-3.0,0.0,0.0
197,2,3.0,8,120.0,995.0,995.5,-3.5,-3.0,0.5,0.5
204,2,-3.0,0,0.0,999.0,999.0,0.0,0.0,0.0,0.0
204,2,-3.0,1,15.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,-3.0,2,30.0,998.5,997.5,-0.5,-1.5,-1.0,-1.0
204,2,-3.0,3,45.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,-3.0,4,60.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,-2.0,0,0.0,999.0,999.0,0.0,0.0,0.0,0.0
204,2,-2.0,1,15.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,-2.0,2,30.0,998.5,997.5,-0.5,-1.5,-1.0,-1.0
204,2,-2.0,3,45.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,-2.0,4,60.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,-1.0,0,0.0,999.0,999.0,0.0,0.0,0.0,0.0
204,2,-1.0,1,15.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,-1.0,2,30.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,-1.0,3,45.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,-1.0,4,60.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,0.0,0,0.0,999.0,999.0,0.0,0.0,0.0,0.0
204,2,0.0,1,15.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,0.0,2,30.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,0.0,3,45.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,0.0,4,60.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,1.0,0,0.0,999.0,999.0,0.0,0.0,0.0,0.0
204,2,1.0,1,15.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,1.0,2,30.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,1.0,3,45.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,1.0,4,60.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,2.0,0,0.0,999.0,999.0,0.0,0.0,0.0,0.0
204,2,2.0,1,15.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,2.0,2,30.0,998.5,998.0,-0.5,-1.0,-0.5,-0.5
204,2,2.0,3,45.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,2.0,4,60.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,3.0,0,0.0,999.0,999.0,0.0,0.0,0.0,0.0
204,2,3.0,1,15.0,998.5,998.5,-0.5,-0.5,0.0,0.0
204,2,3.0,2,30.0,998.5,998.0,-0.5,-1.0,-0.5,-0.5
204,2,3.0,3,45.0,997.5,997.5,-1.5,-1.5,0.0,0.0
204,2,3.0,4,60.0,997.5,997.5,-1.5,-1.5,0.0,0.0
208,3,-3.0,0,0.0,998.0,998.0,0.0,0.0,0.0,0.0
208,3,-3.0,1,15.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,-3.0,2,30.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,-3.0,3,45.0,996.5,997.5,-1.5,-0.5,1.0,1.0
208,3,-3.0,4,60.0,996.5,996.5,-1.5,-1.5,0.0,0.0
208,3,-2.0,0,0.0,998.0,998.0,0.0,0.0,0.0,0.0
208,3,-2.0,1,15.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,-2.0,2,30.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,-2.0,3,45.0,996.5,997.5,-1.5,-0.5,1.0,1.0
208,3,-2.0,4,60.0,996.5,997.5,-1.5,-0.5,1.0,1.0
208,3,-1.0,0,0.0,998.0,998.0,0.0,0.0,0.0,0.0
208,3,-1.0,1,15.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,-1.0,2,30.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,-1.0,3,45.0,996.5,997.0,-1.5,-1.0,0.5,0.5
208,3,-1.0,4,60.0,996.5,996.5,-1.5,-1.5,0.0,0.0
208,3,0.0,0,0.0,998.0,998.0,0.0,0.0,0.0,0.0
208,3,0.0,1,15.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,0.0,2,30.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,0.0,3,45.0,996.5,996.5,-1.5,-1.5,0.0,0.0
208,3,0.0,4,60.0,996.5,996.5,-1.5,-1.5,0.0,0.0
208,3,1.0,0,0.0,998.0,998.0,0.0,0.0,0.0,0.0
208,3,1.0,1,15.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,1.0,2,30.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,1.0,3,45.0,996.5,996.5,-1.5,-1.5,0.0,0.0
208,3,1.0,4,60.0,996.5,996.5,-1.5,-1.5,0.0,0.0
208,3,2.0,0,0.0,998.0,998.0,0.0,0.0,0.0,0.0
208,3,2.0,1,15.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,2.0,2,30.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,2.0,3,45.0,996.5,997.5,-1.5,-0.5,1.0,1.0
208,3,2.0,4,60.0,996.5,997.5,-1.5,-0.5,1.0,1.0
208,3,3.0,0,0.0,998.0,998.0,0.0,0.0,0.0,0.0
208,3,3.0,1,15.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,3.0,2,30.0,997.5,997.5,-0.5,-0.5,0.0,0.0
208,3,3.0,3,45.0,996.5,997.5,-1.5,-0.5,1.0,1.0
208,3,3.0,4,60.0,996.5,997.5,-1.5,-0.5,1.0,1.0
209,4,-3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
209,4,-3.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,-3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,-3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,-3.0,4,60.0,996.5,996.0,-2.0,-2.5,-0.5,-0.5
209,4,-2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
209,4,-2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,-2.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,-2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,-2.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,-1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
209,4,-1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,-1.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,-1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,-1.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,0.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
209,4,0.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,0.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,0.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,0.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
209,4,1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,1.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,1.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
209,4,2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,2.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,2.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
209,4,3.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
209,4,3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
209,4,3.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
212,2,-3.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,-3.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,-3.0,2,30.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,-3.0,3,45.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,-2.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,-2.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,-2.0,2,30.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,-2.0,3,45.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,-1.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,-1.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,-1.0,2,30.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,-1.0,3,45.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,0.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,0.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,0.0,2,30.0,1002.0,1002.0,0.5,0.5,0.0,0.0
212,2,0.0,3,45.0,1002.0,1002.0,0.5,0.5,0.0,0.0
212,2,1.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,1.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,1.0,2,30.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,1.0,3,45.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,2.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,2.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,2.0,2,30.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,2.0,3,45.0,1002.0,1002.5,0.5,1.0,0.5,0.5
212,2,3.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,3.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
212,2,3.0,2,30.0,1002.0,1002.0,0.5,0.5,0.0,0.0
212,2,3.0,3,45.0,1002.0,1002.0,0.5,0.5,0.0,0.0
